client_id,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,purchases,total_investment,avg_purchase_price,avg_area_sqft,avg_price_per_sqft,towers,segment,cluster,is_loan,is_investment
C1477,Company,F,USA,California,Investment,1,No,Agency,57.9,4,1051466.92,262866.73,920.7075,281.8186828524417,4,Value-Oriented Buyers,0,0,1
C1478,Individual,F,Canada,British Columbia,Investment,1,No,Agency,67.7,3,965772.74,321924.24666666664,1082.8966666666668,306.9857194616921,3,Value-Oriented Buyers,0,0,1
C1479,Individual,M,USA,California,Investment,1,No,Website,58.4,4,1275455.51,318863.8775,1018.5225,309.7212538833377,4,Value-Oriented Buyers,0,0,1
C1480,Individual,F,USA,Virginia,Investment,3,No,Client,40.9,4,1466467.79,366616.9475,1220.42,303.07216392304974,4,Premium Home Buyers,1,0,1
C1481,Company,F,USA,Arizona,Investment,3,No,Website,42.3,4,1059700.88,264925.22000000003,901.245,302.0945395261979,4,Value-Oriented Buyers,0,0,1
C1482,Individual,F,USA,Oregon,Home,2,Yes,Website,73.5,4,1665015.1700000002,416253.7925,1312.8225,317.8228762167945,4,Premium Home Buyers,1,1,0
C1483,Individual,M,USA,Colorado,Home,3,Yes,Agency,51.6,4,1831769.62,457942.405,1486.3275,305.1133886249056,4,Premium Home Buyers,1,1,0
C1484,Individual,F,USA,Colorado,Home,3,No,Client,54.9,4,1117191.81,279297.9525,995.0275,279.1613172418742,4,Value-Oriented Buyers,0,0,0
C1485,Individual,F,USA,Washington,Investment,4,No,Website,42.1,4,1604885.52,401221.38,1350.2175,292.9816807748882,4,Premium Home Buyers,1,0,1
C1486,Individual,F,UK,Wales,Home,5,Yes,Website,30.2,3,1019385.69,339795.23,1156.5633333333333,292.8673703039761,3,Value-Oriented Buyers,0,1,0
C1487,Individual,F,USA,New York,Home,3,No,Agency,60.8,4,1553533.51,388383.3775,1294.645,297.7811731198733,4,Premium Home Buyers,1,0,0
C1488,Individual,M,USA,Florida,Investment,2,No,Website,51.1,3,1029238.79,343079.5966666667,1140.1866666666667,289.4914294540913,3,Value-Oriented Buyers,0,0,1
C1489,Individual,F,USA,Arizona,Home,5,No,Agency,75.4,3,1056549.47,352183.1566666667,1240.6066666666666,289.0081924125951,3,Value-Oriented Buyers,0,0,0
C1490,Individual,M,UK,Wales,Investment,5,Yes,Client,32.2,3,861119.76,287039.92,939.33,310.25731616493863,3,Value-Oriented Buyers,0,1,1
C1491,Individual,F,USA,Georgia,Home,4,No,Agency,28.8,4,1056750.03,264187.5075,901.245,293.3993073211121,4,Value-Oriented Buyers,0,0,0
C1492,Individual,F,Germany,Bavaria,Home,2,No,Agency,41.6,3,1309655.49,436551.83,1579.3133333333335,276.4736214807618,3,Premium Home Buyers,1,0,0
C1493,Individual,M,USA,Washington,Home,4,Yes,Agency,34.4,3,864605.61,288201.87,1037.11,289.6202277618615,3,Value-Oriented Buyers,0,1,0
C1494,Individual,M,USA,New York,Home,1,No,Client,29.9,3,913338.07,304446.0233333333,934.8733333333332,328.08146284347066,3,Value-Oriented Buyers,0,0,0
C1495,Individual,M,Denmark,Capital Region,Home,1,No,Website,34.9,4,2059292.68,514823.17,1591.4725,318.4907225562597,4,Premium Home Buyers,1,0,0
C1496,Individual,M,USA,Florida,Home,5,No,Agency,39.7,3,1119013.61,373004.5366666666,1151.5466666666669,325.3276497292432,3,Premium Home Buyers,1,0,0
C1497,Individual,M,USA,California,Investment,4,No,Agency,86.6,3,794765.34,264921.78,880.66,300.49342243566065,3,Value-Oriented Buyers,0,0,1
C1498,Individual,F,Mexico,Puebla,Investment,5,No,Website,59.4,4,1142631.83,285657.9575,889.8725000000001,319.26796185885496,4,Value-Oriented Buyers,0,0,1
C1499,Individual,F,Russia,Saint Petersburg,Home,3,Yes,Agency,29.3,3,1321905.54,440635.18,1523.6933333333334,288.32959612880296,3,Premium Home Buyers,1,1,0
C1500,Individual,F,Australia,Victoria,Home,2,No,Agency,31.4,4,1020299.92,255074.98,841.385,301.55758255718763,4,Value-Oriented Buyers,0,0,0
C1501,Individual,F,USA,Oregon,Investment,4,No,Agency,74.7,3,761279.08,253759.69333333333,851.4266666666667,293.9057419832944,3,Value-Oriented Buyers,0,0,1
C1502,Individual,F,UK,Wales,Home,5,Yes,Website,31.8,4,1045772.34,261443.085,911.0425,291.9126467750839,4,Value-Oriented Buyers,0,1,0
C1503,Company,M,USA,Arizona,Investment,5,No,Website,40.0,4,1299971.48,324992.87,1050.5725,305.76986301876855,4,Value-Oriented Buyers,0,0,1
C1504,Individual,M,USA,California,Home,4,No,Website,80.0,3,871805.96,290601.98666666663,979.0866666666668,298.2924969011381,3,Value-Oriented Buyers,0,0,0
C1505,Individual,M,USA,Virginia,Home,3,No,Agency,32.2,4,1012922.06,253230.515,799.9225,309.21948095717687,4,Value-Oriented Buyers,0,0,0
C1506,Individual,M,USA,Utah,Investment,3,No,Website,75.8,3,1010109.4,336703.13333333336,1155.4633333333334,293.17701824535834,3,Value-Oriented Buyers,0,0,1
C1507,Individual,F,USA,Florida,Home,3,No,Agency,75.4,4,1499666.44,374916.61,1220.915,296.105598799069,4,Premium Home Buyers,1,0,0
C1508,Individual,M,UK,Scotland,Home,3,No,Agency,32.4,4,965283.79,241320.9475,783.64,307.13049447062,4,Value-Oriented Buyers,0,0,0
C1509,Individual,F,USA,California,Home,3,No,Website,79.7,4,1821912.87,455478.2175,1482.5875,310.98598398910434,4,Premium Home Buyers,1,0,0
C1510,Company,M,USA,California,Home,5,No,Agency,64.6,3,804243.22,268081.0733333333,842.68,313.11786986632654,3,Value-Oriented Buyers,0,0,0
C1511,Individual,F,France,Provence,Home,2,Yes,Website,37.1,3,1093080.86,364360.2866666666,1152.6466666666668,313.13782522532307,3,Value-Oriented Buyers,0,1,0
C1512,Individual,F,USA,Nevada,Home,4,Yes,Client,71.1,4,1209056.95,302264.2375,1046.42,295.78788460472964,4,Value-Oriented Buyers,0,1,0
C1513,Individual,F,USA,Florida,Home,2,No,Website,31.0,3,1452266.37,484088.79,1538.7766666666666,314.5164445926964,3,Premium Home Buyers,1,0,0
C1514,Individual,F,USA,New York,Home,4,No,Website,40.0,3,1211908.53,403969.51,1386.32,292.4424153622393,3,Premium Home Buyers,1,0,0
C1515,Individual,F,USA,Nevada,Investment,5,No,Website,79.8,4,1433703.52,358425.88,1227.17,300.017466666214,4,Premium Home Buyers,1,0,1
C1516,Individual,F,USA,Texas,Home,4,No,Website,73.2,3,690456.91,230152.30333333332,801.46,282.5805427279085,3,Value-Oriented Buyers,0,0,0
C1517,Individual,M,USA,California,Investment,2,No,Agency,48.5,4,1328693.42,332173.355,1076.59,314.3224112026111,4,Value-Oriented Buyers,0,0,1
C1518,Individual,F,Australia,Victoria,Home,5,Yes,Agency,32.0,4,961942.88,240485.72,886.4275,271.8180164903408,4,Value-Oriented Buyers,0,1,0
C1519,Individual,M,USA,California,Home,1,No,Agency,54.0,4,1366990.13,341747.53250000003,1072.985,314.78140946293524,4,Value-Oriented Buyers,0,0,0
C1520,Individual,M,USA,Utah,Home,1,No,Website,81.3,4,1425469.02,356367.255,1187.8925,298.05669935056414,4,Premium Home Buyers,1,0,0
C1521,Individual,M,USA,Nevada,Home,4,No,Agency,52.6,3,913579.41,304526.47,1032.28,296.9488921952655,3,Value-Oriented Buyers,0,0,0
C1522,Individual,F,USA,Washington,Home,5,No,Website,61.9,4,1598304.98,399576.245,1378.985,291.99700032189105,4,Premium Home Buyers,1,0,0
C1523,Company,M,Australia,Victoria,Investment,3,No,Website,45.1,4,1652083.92,413020.98,1334.8775,308.4287730196221,4,Premium Home Buyers,1,0,1
C1524,Individual,M,USA,Virginia,Home,2,No,Client,59.1,4,1434208.3,358552.075,1164.015,310.18224336622586,4,Premium Home Buyers,1,0,0
C1525,Individual,M,USA,California,Home,1,No,Agency,67.0,3,1336757.18,445585.7266666666,1511.63,290.9902327776977,3,Premium Home Buyers,1,0,0
C1526,Individual,F,USA,California,Home,3,No,Website,70.3,3,1429330.15,476443.3833333333,1600.9133333333332,298.8037586643884,3,Premium Home Buyers,1,0,0
C1527,Individual,F,USA,California,Home,1,No,Agency,37.2,3,993447.06,331149.02,1200.35,276.3289525019986,3,Value-Oriented Buyers,0,0,0
C1528,Individual,F,Germany,Hamburg,Home,1,Yes,Website,29.5,3,1058452.68,352817.56,1125.17,305.66475837574933,3,Value-Oriented Buyers,0,1,0
C1529,Company,M,USA,California,Home,4,No,Website,37.3,4,1614522.9,403630.725,1350.98,300.44911294307315,4,Premium Home Buyers,1,0,0
C1530,Individual,F,USA,California,Home,2,No,Website,37.7,3,1011087.75,337029.25,1107.81,308.5928380611333,3,Value-Oriented Buyers,0,0,0
C1531,Individual,M,France,Brittany,Investment,2,No,Website,62.4,4,1272471.05,318117.7625,1065.415,297.9391163758428,4,Value-Oriented Buyers,0,0,1
C1532,Individual,F,USA,Texas,Home,3,Yes,Website,27.9,4,1446462.79,361615.6975,1164.015,309.902778608621,4,Premium Home Buyers,1,1,0
C1533,Individual,M,Canada,British Columbia,Home,4,No,Agency,38.3,4,1019127.09,254781.7725,727.265,344.0324786280804,4,Value-Oriented Buyers,0,0,0
C1534,Individual,F,USA,California,Home,4,Yes,Website,30.0,3,1195359.88,398453.2933333333,1303.4733333333334,303.7760930844024,3,Premium Home Buyers,1,1,0
C1535,Individual,M,UK,England,Investment,3,No,Agency,32.4,4,1967005.46,491751.365,1591.4725,311.3057429808408,4,Premium Home Buyers,1,0,1
C1536,Individual,F,USA,Washington,Home,3,No,Website,44.3,3,1076884.84,358961.61333333334,1050.6433333333332,326.4196675634502,3,Value-Oriented Buyers,0,0,0
C1537,Individual,F,USA,Arizona,Home,5,No,Website,27.3,3,1637300.41,545766.8033333333,1579.3133333333335,345.4049857254848,3,Premium Home Buyers,1,0,0
C1538,Individual,F,USA,California,Investment,5,No,Website,79.1,3,775544.78,258514.92666666667,941.38,285.75111611160736,3,Value-Oriented Buyers,0,0,1
C1539,Individual,M,USA,Nevada,Home,1,No,Agency,29.2,3,811448.36,270482.7866666667,995.51,272.5672214691155,3,Value-Oriented Buyers,0,0,0
C1540,Individual,M,USA,California,Home,2,Yes,Client,69.5,3,842510.7,280836.9,908.2333333333332,315.45532732347186,3,Value-Oriented Buyers,0,1,0
C1541,Individual,M,USA,California,Home,2,No,Website,61.7,4,1173616.46,293404.115,995.0275,304.45242557540735,4,Value-Oriented Buyers,0,0,0
C1542,Individual,M,USA,Nevada,Home,1,Yes,Website,37.0,3,1261648.92,420549.64,1356.746666666667,310.20797336558843,3,Premium Home Buyers,1,1,0
C1543,Individual,F,USA,New York,Investment,3,No,Agency,70.8,3,1199490.31,399830.1033333333,1267.4066666666668,308.065002319388,3,Premium Home Buyers,1,0,1
C1544,Individual,F,Russia,Tatarstan,Home,3,No,Website,79.3,3,1551623.3,517207.76666666666,1679.1066666666666,305.8955791098728,3,Premium Home Buyers,1,0,0
C1545,Individual,F,USA,California,Investment,1,Yes,Website,33.7,3,1101811.15,367270.3833333333,1254.503333333333,292.4366170207845,3,Premium Home Buyers,1,1,1
C1546,Individual,F,Mexico,Puebla,Home,4,Yes,Agency,60.2,4,1161022.51,290255.6275,874.9925000000001,330.28443786484144,4,Value-Oriented Buyers,0,1,0
C1547,Individual,F,USA,Florida,Home,2,Yes,Agency,51.4,4,1199337.46,299834.365,997.415,312.4852459330545,4,Value-Oriented Buyers,0,1,0
C1548,Company,M,USA,California,Home,2,Yes,Website,58.6,3,615223.03,205074.34333333332,678.9699999999999,303.2522718940264,3,Value-Oriented Buyers,0,1,0
C1549,Individual,M,Mexico,Nuevo Leon,Home,4,No,Client,65.2,3,837044.35,279014.7833333333,983.4266666666668,287.3216267134631,3,Value-Oriented Buyers,0,0,0
C1550,Individual,M,USA,California,Home,2,No,Agency,28.6,4,1368767.79,342191.9475,1164.015,287.565972329854,4,Value-Oriented Buyers,0,0,0
C1551,Individual,M,USA,California,Home,2,No,Agency,35.2,3,1252240.69,417413.5633333333,1438.2933333333333,290.61329911843484,3,Premium Home Buyers,1,0,0
C1552,Individual,M,USA,California,Investment,2,Yes,Agency,79.3,4,1356450.7000000002,339112.67500000005,1074.0525,305.497304095097,4,Value-Oriented Buyers,0,1,1
C1553,Company,M,USA,Utah,Home,4,No,Agency,36.4,3,979536.36,326512.12,1038.7166666666667,307.509144213996,3,Value-Oriented Buyers,0,0,0
C1554,Individual,M,Germany,Bavaria,Home,1,No,Website,28.4,3,742034.24,247344.74666666667,678.9699999999999,362.2549695266313,3,Value-Oriented Buyers,0,0,0
C1555,Individual,F,UK,England,Home,5,No,Website,80.3,4,1233852.38,308463.095,1012.5575,310.779300285579,4,Value-Oriented Buyers,0,0,0
C1556,Individual,F,USA,Colorado,Investment,2,No,Agency,43.7,4,1215734.71,303933.6775,1020.3875,299.72891706328323,4,Value-Oriented Buyers,0,0,1
C1557,Individual,F,USA,New York,Home,2,Yes,Website,84.4,3,955054.18,318351.3933333333,1072.4833333333331,294.1136841749192,3,Value-Oriented Buyers,0,1,0
C1558,Individual,M,Mexico,Baja California,Home,4,No,Website,81.7,3,1482069.56,494023.1866666667,1680.5266666666666,299.1675367344344,3,Premium Home Buyers,1,0,0
C1559,Individual,F,UK,England,Home,2,No,Website,51.4,3,1345808.87,448602.9566666667,1445.2933333333333,315.20816215083465,3,Premium Home Buyers,1,0,0
C1560,Individual,F,USA,California,Home,4,Yes,Client,86.1,3,1052677.5699999998,350892.52333333326,1148.0433333333333,307.1745356188394,3,Value-Oriented Buyers,0,1,0
C1561,Individual,M,Mexico,Nuevo Leon,Investment,5,No,Agency,62.3,3,1135294.51,378431.50333333336,1193.7733333333333,299.7772032381946,3,Premium Home Buyers,1,0,1
C1562,Individual,F,USA,California,Home,4,No,Client,39.3,3,1179775.32,393258.44,1268.0466666666669,309.6229604953476,3,Premium Home Buyers,1,0,0
C1563,Individual,F,USA,Utah,Home,5,No,Website,39.1,3,979729.05,326576.35000000003,1090.7733333333333,300.0323390816546,3,Value-Oriented Buyers,0,0,0
C1564,Individual,M,USA,Washington,Investment,5,No,Website,62.2,3,1595925.43,531975.1433333333,1635.6233333333332,325.39871252771144,3,Premium Home Buyers,1,0,1
C1565,Individual,M,Mexico,Jalisco,Home,4,No,Agency,46.0,4,1140899.22,285224.805,994.0725,289.9594939432932,4,Value-Oriented Buyers,0,0,0
C1566,Individual,M,USA,California,Home,3,No,Website,31.6,4,1450240.65,362560.1625,1175.235,310.60744607284084,4,Premium Home Buyers,1,0,0
C1567,Individual,M,USA,Georgia,Home,4,No,Client,48.8,4,1594452.62,398613.155,1276.9875,305.98391049575355,4,Premium Home Buyers,1,0,0
C1568,Individual,F,USA,California,Home,5,No,Website,36.2,3,1373808.09,457936.03,1357.1933333333334,327.3085017325855,3,Premium Home Buyers,1,0,0
C1569,Individual,F,USA,California,Investment,1,Yes,Website,33.3,3,1175242.5499999998,391747.5166666666,1258.29,308.3884812829846,3,Premium Home Buyers,1,1,1
C1570,Individual,F,USA,Ohio,Home,5,No,Website,62.6,4,1469638.4,367409.6,1333.5625,280.4146436360922,4,Premium Home Buyers,1,0,0
C1571,Individual,M,USA,California,Home,2,No,Website,48.4,4,1243439.96,310859.99,1092.085,293.49738857779414,4,Value-Oriented Buyers,0,0,0
C1572,Individual,M,Australia,Queensland,Home,3,No,Agency,65.8,4,886149.52,221537.38,748.33,294.4365760502225,4,Value-Oriented Buyers,0,0,0
C1573,Individual,F,USA,California,Home,1,No,Website,80.1,4,1175839.94,293959.985,1059.9375,278.8009064436627,4,Value-Oriented Buyers,0,0,0
C1574,Individual,M,USA,California,Home,4,No,Website,42.0,3,1195224.9,398408.3,1255.6333333333334,316.0873099894978,3,Premium Home Buyers,1,0,0
C1575,Individual,M,USA,California,Home,2,No,Website,25.6,4,1395067.16,348766.79000000004,1158.7275,305.25216854782985,4,Premium Home Buyers,1,0,0
C1576,Individual,F,USA,Nevada,Investment,3,Yes,Website,48.9,4,1359536.24,339884.06,1098.1675,306.08915956124895,4,Value-Oriented Buyers,0,1,1
C1577,Individual,M,Germany,Bavaria,Home,3,No,Website,43.5,3,1427933.58,475977.86,1471.9,323.10748399926587,3,Premium Home Buyers,1,0,0
C1578,Individual,M,USA,California,Investment,2,No,Website,29.7,3,765431.01,255143.67,934.8733333333332,282.062208343019,3,Value-Oriented Buyers,0,0,1
C1579,Individual,M,USA,Arizona,Investment,4,No,Website,81.4,4,1101753.59,275438.3975,952.0525,292.06020743088715,4,Value-Oriented Buyers,0,0,1
C1580,Individual,M,USA,Georgia,Investment,1,Yes,Website,29.2,4,1008834.66,252208.665,872.2,287.0755193206537,4,Value-Oriented Buyers,0,1,1
C1581,Individual,M,USA,California,Investment,1,No,Website,76.0,3,1123364.22,374454.74,1023.9266666666666,357.732901316442,3,Value-Oriented Buyers,0,0,1
C1582,Individual,M,France,Ile-de-France,Home,4,Yes,Client,71.0,3,1030269.01,343423.00333333336,1050.08,324.03923388426136,3,Value-Oriented Buyers,0,1,0
C1583,Individual,M,USA,California,Home,2,No,Agency,58.4,4,1378030.61,344507.6525,1170.135,293.70298451981887,4,Premium Home Buyers,1,0,0
C1584,Company,M,France,Brittany,Investment,1,Yes,Website,40.7,3,1199226.44,399742.14666666667,1361.743333333333,297.4015978107676,3,Premium Home Buyers,1,1,1
C1585,Individual,M,Canada,Ontario,Home,5,No,Website,65.8,4,1480011.91,370002.9775,1276.8225,287.5295107115782,4,Premium Home Buyers,1,0,0
C1586,Individual,F,Germany,Berlin,Home,3,No,Website,59.6,3,1116579.83,372193.2766666667,1224.68,304.21063616367974,3,Premium Home Buyers,1,0,0
C1587,Individual,M,Canada,Quebec,Investment,4,Yes,Agency,83.5,3,743057.13,247685.71,850.2466666666668,307.0055131205591,3,Value-Oriented Buyers,0,1,1
C1588,Individual,F,USA,Utah,Investment,5,No,Website,45.8,3,957201.31,319067.10333333333,1104.51,290.99480765900927,3,Value-Oriented Buyers,0,0,1
C1589,Individual,F,USA,California,Investment,4,No,Agency,72.7,3,1380536.7000000002,460178.9000000001,1396.87,326.88357150381245,3,Premium Home Buyers,1,0,1
C1590,Company,F,USA,Oregon,Home,1,No,Website,47.1,4,1470403.6,367600.9,1228.8325,306.1386614218441,4,Premium Home Buyers,1,0,0
C1591,Individual,F,USA,California,Investment,4,No,Website,55.0,4,1676312.98,419078.245,1341.715,310.2898916332747,4,Premium Home Buyers,1,0,1
C1592,Individual,F,USA,Texas,Investment,2,Yes,Agency,51.6,4,878452.1900000001,219613.0475,735.11,301.1331267993108,4,Value-Oriented Buyers,0,1,1
C1593,Individual,M,USA,California,Home,1,No,Website,51.3,4,825960.49,206490.1225,666.135,308.0334425012127,4,Value-Oriented Buyers,0,0,0
C1594,Individual,F,USA,Colorado,Home,2,No,Agency,56.8,4,1522994.53,380748.6325,1259.875,308.15008878732624,4,Premium Home Buyers,1,0,0
C1595,Individual,M,USA,California,Home,5,No,Website,71.0,4,1310147.86,327536.965,1186.5225,270.48297453077066,4,Value-Oriented Buyers,0,0,0
C1596,Individual,M,Germany,Berlin,Investment,4,No,Website,46.8,3,1642954.44,547651.48,1649.26,327.48681876192137,3,Premium Home Buyers,1,0,1
C1597,Individual,F,USA,Nevada,Investment,4,Yes,Website,76.6,4,1155778.2,288944.55,947.7475,309.7769964537744,4,Value-Oriented Buyers,0,1,1
C1598,Individual,F,USA,Georgia,Home,4,Yes,Agency,86.1,3,1163931.67,387977.2233333333,1310.3966666666663,302.64497644154613,3,Premium Home Buyers,1,1,0
C1599,Individual,F,USA,Virginia,Investment,5,Yes,Website,45.7,3,1321031.17,440343.7233333333,1337.1733333333334,327.5128011231716,3,Premium Home Buyers,1,1,1
C1600,Individual,F,Belgium,Wallonia,Home,5,No,Website,58.5,4,1237164.36,309291.09,984.6475,311.8608239736384,4,Value-Oriented Buyers,0,0,0
C1601,Individual,F,Russia,Krasnodar Krai,Home,3,No,Website,30.0,3,829078.01,276359.33666666667,913.67,306.2574828055878,3,Value-Oriented Buyers,0,0,0
C1602,Individual,M,USA,Nevada,Investment,4,No,Website,40.6,4,1676863.99,419215.9975,1425.28,291.5466597840417,4,Premium Home Buyers,1,0,1
C1603,Individual,F,UK,England,Home,5,No,Website,64.1,4,1077719.71,269429.9275,976.205,285.3103160528668,4,Value-Oriented Buyers,0,0,0
C1604,Individual,M,USA,Texas,Home,4,No,Website,76.8,3,1050264.24,350088.08,1243.8233333333333,281.0677239742809,3,Value-Oriented Buyers,0,0,0
C1605,Individual,M,UK,England,Investment,4,Yes,Website,27.6,4,1170783.34,292695.835,874.9925000000001,319.0141615698714,4,Value-Oriented Buyers,0,1,1
C1606,Individual,M,USA,Washington,Home,1,Yes,Agency,61.4,3,917562.71,305854.23666666663,1033.4833333333331,296.21256645107843,3,Value-Oriented Buyers,0,1,0
C1607,Individual,F,USA,California,Home,3,No,Agency,62.8,3,829294.5700000001,276431.5233333334,927.6066666666666,296.7432544232949,3,Value-Oriented Buyers,0,0,0
C1608,Individual,F,UK,England,Home,4,Yes,Website,26.7,3,1431381.65,477127.2166666666,1447.82,318.6186053663929,3,Premium Home Buyers,1,1,0
C1609,Individual,M,USA,California,Investment,2,No,Website,62.5,3,804844.43,268281.4766666667,900.46,302.98484474395883,3,Value-Oriented Buyers,0,0,1
C1610,Individual,M,USA,California,Investment,3,No,Website,59.4,4,1249167.74,312291.935,1114.2125,281.88491641647727,4,Value-Oriented Buyers,0,0,1
C1611,Individual,F,USA,Nevada,Investment,4,No,Website,51.5,4,1072189.52,268047.38,842.75,318.72574313352214,4,Value-Oriented Buyers,0,0,1
C1612,Individual,M,USA,California,Home,1,No,Agency,36.5,3,766554.56,255518.18666666668,839.1433333333334,301.79361324466817,3,Value-Oriented Buyers,0,0,0
C1613,Individual,M,Denmark,Southern Denmark,Home,2,Yes,Agency,28.0,4,1608368.22,402092.055,1400.6975,285.83805783579203,4,Premium Home Buyers,1,1,0
C1614,Individual,F,USA,Utah,Investment,4,No,Website,58.2,3,822155.05,274051.68333333335,1059.3466666666666,265.13804678166275,3,Value-Oriented Buyers,0,0,1
C1615,Individual,M,USA,Utah,Home,5,No,Agency,63.6,3,857125.52,285708.50666666665,903.87,318.9650942104338,3,Value-Oriented Buyers,0,0,0
C1616,Individual,M,UK,Wales,Investment,5,Yes,Website,35.6,4,1344053.71,336013.4275,1128.1275,300.6690718381523,4,Value-Oriented Buyers,0,1,1
C1617,Individual,F,USA,California,Home,3,No,Website,73.9,3,776005.5,258668.5,839.1433333333334,306.0345124559622,3,Value-Oriented Buyers,0,0,0
C1618,Individual,F,USA,Washington,Home,2,Yes,Website,63.7,4,1356655.6800000002,339163.92000000004,1103.3025,305.84533933956607,4,Value-Oriented Buyers,0,1,0
C1619,Individual,M,Belgium,Wallonia,Home,2,No,Website,73.8,4,1390206.46,347551.615,1164.015,306.81861857078025,4,Premium Home Buyers,1,0,0
C1620,Individual,M,USA,California,Home,1,Yes,Website,82.1,3,788250.3500000001,262750.1166666667,979.0866666666668,276.5540874771977,3,Value-Oriented Buyers,0,1,0
C1621,Individual,M,USA,Oregon,Investment,2,No,Agency,72.2,3,739739.97,246579.99,973.09,262.4596448949508,3,Value-Oriented Buyers,0,0,1
C1622,Individual,F,USA,Oregon,Home,1,Yes,Website,65.6,3,1054193.36,351397.7866666666,1107.81,324.9236151283461,3,Value-Oriented Buyers,0,1,0
C1623,Individual,F,USA,Oregon,Home,4,No,Website,31.7,3,1060233.46,353411.1533333333,1111.2966666666666,322.43591302473806,3,Value-Oriented Buyers,0,0,0
C1624,Individual,F,USA,California,Home,4,Yes,Website,75.4,4,1943363.94,485840.985,1602.67,299.2323404404552,4,Premium Home Buyers,1,1,0
C1625,Individual,M,Australia,Western Australia,Home,4,No,Agency,26.4,3,910587.85,303529.2833333333,1094.84,269.2712820091999,3,Value-Oriented Buyers,0,0,0
C1626,Individual,F,France,Provence,Home,2,Yes,Website,56.5,3,1225657.22,408552.4066666667,1464.8466666666666,283.59441515040004,3,Premium Home Buyers,1,1,0
C1627,Individual,M,USA,California,Investment,1,No,Website,53.0,3,1275226.77,425075.59,1527.8633333333337,277.9167267676937,3,Premium Home Buyers,1,0,1
C1628,Company,F,France,Normandy,Home,4,Yes,Website,32.8,3,800299.08,266766.36,842.73,316.4399549919405,3,Value-Oriented Buyers,0,1,0
C1629,Individual,F,USA,Utah,Home,5,No,Agency,70.0,3,789150.05,263050.01666666666,1008.13,271.7214831133702,3,Value-Oriented Buyers,0,0,0
C1630,Company,F,USA,Virginia,Investment,1,Yes,Website,32.2,3,1206881.92,402293.9733333333,1338.1466666666668,305.7239374313957,3,Premium Home Buyers,1,1,1
C1631,Individual,F,UK,Northern Ireland,Home,5,No,Website,59.7,4,1683720.2,420930.05,1267.07,333.5418488054143,4,Premium Home Buyers,1,0,0
C1632,Individual,F,USA,California,Investment,3,Yes,Agency,62.7,4,1425130.6800000002,356282.67000000004,1152.755,301.8546499940673,4,Premium Home Buyers,1,1,1
C1633,Individual,F,Canada,Ontario,Home,2,No,Website,49.4,3,847190.3300000001,282396.7766666667,976.8166666666666,293.5120375119832,3,Value-Oriented Buyers,0,0,0
C1634,Individual,F,USA,Georgia,Investment,2,No,Website,81.8,4,1044217.01,261054.2525,872.2,304.9102859128011,4,Value-Oriented Buyers,0,0,1
C1635,Individual,M,France,Brittany,Home,1,No,Website,78.3,4,1104480.44,276120.11,919.7425,295.3117964886556,4,Value-Oriented Buyers,0,0,0
C1636,Company,F,USA,Arizona,Home,5,Yes,Website,38.9,3,1171439.72,390479.9066666667,1308.513333333333,303.63142787938614,3,Premium Home Buyers,1,1,0
C1637,Individual,M,Mexico,Nuevo Leon,Home,5,No,Agency,56.8,3,1333020.46,444340.1533333333,1525.18,286.7193277193805,3,Premium Home Buyers,1,0,0
C1638,Individual,F,France,Occitanie,Investment,1,Yes,Agency,47.7,3,1047895.71,349298.57,1175.6833333333334,301.0714138870657,3,Value-Oriented Buyers,0,1,1
C1639,Individual,M,USA,Colorado,Home,1,No,Website,82.9,4,1088561.44,272140.36,975.4225,281.2842270450914,4,Value-Oriented Buyers,0,0,0
C1640,Individual,F,USA,California,Home,1,Yes,Website,60.3,4,1172146.65,293036.6625,1047.99,282.7997611329393,4,Value-Oriented Buyers,0,1,0
C1641,Individual,M,USA,Utah,Home,1,No,Agency,54.5,4,1898878.08,474719.52,1504.0975,313.3291322575891,4,Premium Home Buyers,1,0,0
C1642,Individual,F,Canada,British Columbia,Home,5,No,Website,45.1,4,1441785.62,360446.405,1167.16,297.334731836774,4,Premium Home Buyers,1,0,0
C1643,Individual,M,France,Ile-de-France,Home,4,No,Agency,47.9,3,1182889.92,394296.64,1468.6933333333334,265.16695724291304,3,Premium Home Buyers,1,0,0
C1644,Individual,F,USA,California,Home,1,No,Client,82.1,4,1312822.17,328205.5425,1024.3375,317.46041081837075,4,Value-Oriented Buyers,0,0,0
C1645,Individual,F,Australia,New South Wales,Investment,1,No,Website,31.0,4,1503973.21,375993.3025,1238.115,303.70310749731755,4,Premium Home Buyers,1,0,1
C1646,Individual,M,USA,Washington,Investment,4,Yes,Agency,27.8,3,972186.46,324062.1533333333,1052.4533333333334,307.88169303743933,3,Value-Oriented Buyers,0,1,1
C1647,Individual,M,USA,Ohio,Home,4,Yes,Agency,80.7,3,1316368.95,438789.65,1471.9,299.05409997104294,3,Premium Home Buyers,1,1,0
C1648,Individual,F,Australia,New South Wales,Home,3,No,Website,76.9,3,1282946.7,427648.9,1476.9433333333334,288.7778845100586,3,Premium Home Buyers,1,0,0
C1649,Individual,F,USA,Oregon,Home,4,Yes,Agency,44.5,4,1540887.81,385221.9525,1254.045,311.1054526164346,4,Premium Home Buyers,1,1,0
